prompt_id,condition,domain,question,context,pairwise,q_tokens,ctx_tokens,combined_tokens,token_limit_flag,context_question_similarity,similarity_variance_flag,rater_scores,DS_mean_token_entropy,DS_delta_token_entropy,DS_first_token_entropy,DS_peak_entropy_position,DS_beam_mean_cosine_sim,DS_beam_cluster_entropy,DS_beam_embed_nan_positions,DS_caa_mean_l2,DS_caa_mean_cosine,DS_displacement_cosine_vs_direct,DS_nan_layers_sanitized,DS_semantic_entropy,DS_timing_s,LL_mean_token_entropy,LL_first_token_entropy,LL_peak_entropy_position,LL_beam_mean_cosine_sim,LL_beam_cluster_entropy,LL_beam_embed_nan_positions,LL_caa_mean_l2,LL_caa_mean_cosine,LL_displacement_cosine_vs_direct,LL_nan_layers_sanitized,LL_semantic_entropy,LL_timing_s,QW_mean_token_entropy,QW_first_token_entropy,QW_peak_entropy_position,QW_beam_mean_cosine_sim,QW_beam_cluster_entropy,QW_beam_embed_nan_positions,QW_caa_mean_l2,QW_caa_mean_cosine,QW_displacement_cosine_vs_direct,QW_nan_layers_sanitized,QW_semantic_entropy,QW_timing_s,D1_mean_token_entropy,D1_first_token_entropy,D1_peak_entropy_position,D1_beam_mean_cosine_sim,D1_beam_cluster_entropy,D1_beam_embed_nan_positions,D1_caa_mean_l2,D1_caa_mean_cosine,D1_displacement_cosine_vs_direct,D1_nan_layers_sanitized,D1_semantic_entropy,D1_timing_s,MS_mean_token_entropy,MS_first_token_entropy,MS_peak_entropy_position,MS_beam_mean_cosine_sim,MS_beam_cluster_entropy,MS_beam_embed_nan_positions,MS_caa_mean_l2,MS_caa_mean_cosine,MS_displacement_cosine_vs_direct,MS_nan_layers_sanitized,MS_semantic_entropy,MS_timing_s
35,implicature_information,social,Why do people resist change?,The user is attending a meeting.,9b,6,7,13,0,0.3441447913646698,0,2.75,0.36142547007236214,0.001954493,,69,0.9405260682106018,2.1639556559820567,0,38.010565300141614,0.9187980890274048,0.744560178,,1.2275294109572128,260.68,0.3111014342109362,,48,0.9547386169433594,1.0296530137645736,0,10.43003669697227,0.8792652325196699,0.7332029528915882,,1.6957425335696343,325.65,0.5834825509587923,,0,0.7164413332939148,1.8343719695816239,1597,20.899044912436914,0.9807457987751279,0.6849423757305851,28,1.6957425335696348,382.47,0.7620076842751587,,61,0.9890297651290894,1.2275294109572128,0,9.978889605,0.9692270926066807,0.7982676492797004,,1.4978661361769956,512.93,0.396756937,,64,0.962759078,1.193549604,0,6.419026534,0.924867825,0.792519001,,0.940447988,390.59
36,stochastic_information,social,Why do people resist change?,The kitchen light is on.,9c,6,6,12,0,0.31871187686920166,0,1.5,0.40795228633705766,-0.044572323,,78,0.920410156,1.4978661361769956,0,43.31729723368922,0.901591468,0.7031310111284256,,1.7480673478460895,226.5,0.38497022589544455,,66,0.8787356019020081,0.6390318593501769,0,10.45163395729932,0.8727868090976368,0.5884007196873426,,1.2206072641530175,318.45,0.43534682619571685,,106,0.9549263119697571,0.9404479882553265,1635,57.41839228827378,0.9233316672699792,0.5875000931598522,,0.32508297319144824,359.56,0.7976290995984072,,88,0.9879789352416992,1.973001405593613,0,9.200880278434072,0.97386798,0.699611242,,2.302585091994046,457.67,0.373484163,,88,0.969689071,1.279854225,0,7.015293808,0.91765642,0.674578626,,0.897945725,397.12
37,no_context,natural,Why do we dream?,,0,5,0,5,0,,,,0.4313205697965172,,,86,0.8734124898910522,1.8343719695816236,0,0,1,,,2.1639556559820567,249,0.1422758445541064,,40,0.9362010359764099,2.1639556559820567,0,0,1,,,2.302585091994046,329.51,0.6418326998601358,,0,0.7486664652824402,1.8866967839580786,1429,0,1,,28,2.1639556559820567,346.37,0.8711810525582567,,77,0.9876077175140381,1.8866967839580786,0,0,1,,,2.0253262199700677,575.01,0.487258307,,98,0.919140518,1.886696784,0,0,1,,,1.886696784,408.99
38,direct_information,natural,Why do we dream?,The user is a sleep researcher.,10a,5,7,12,0,0.523483157,0,4.88,0.48021970576962564,-0.048899136,,104,0.9191914796829224,1.8866967839580786,0,37.16201123114555,0.9119726688631119,,,1.3592367001650065,268.97,0.1554838992555936,,52,0.9515231847763062,1.8343719695816234,0,11.343284261497585,0.8569736896139203,,,2.302585091994046,326.32,0.5816027464071908,,0,0.7028830051422119,1.6094379118341005,1620,27.092511020857714,0.9718488497393472,,28,1.6094379118341005,374.74,0.7964376514658414,,89,0.9870850443840027,1.643417719,0,10.283836041710206,0.9666218480893544,,,2.1639556559820567,528.17,0.468497666,,98,0.948611557,1.83437197,0,8.305437468,0.901827016,,,1.609437912,405.63
39,implicature_information,natural,Why do we dream?,The user keeps a notebook by their bed.,10b,5,9,14,0,0.35916709899902344,0,3.25,0.46257376349598245,-0.031253194,,96,0.9539465308189392,2.0253262199700677,0,35.569836331952004,0.9151748514944508,0.7107004890839259,,1.4978661361769956,236.83,0.14867235246300697,,33,0.941928506,2.302585091994046,0,7.959480897946791,0.9208361018787731,0.6523861205205321,,1.8866967839580786,329.41,0.5567405873139699,,0,0.7073298096656799,1.7480673478460895,1657,37.97201686,0.9507552981376648,0.5995276757964382,28,1.4978661361769956,370.99,0.8349900776685496,,87,0.982954741,2.302585091994046,0,11.735773175954819,0.9572539223091943,0.7063111828433143,,2.0253262199700677,526.71,0.481357035,,104,0.922208667,1.227529411,0,10.48171846,0.845816405,0.727404442,,1.748067348,393.93
40,stochastic_information,natural,Why do we dream?,The user is wearing socks.,10c,5,6,11,0,0.2174999862909317,0,1,0.5017609025289615,-0.070440333,,113,0.9380457401275635,2.0253262199700677,0,38.15098305671446,0.907896921,0.6526295423507691,,1.973001405593613,275.82,0.15511835933725038,,63,0.8926404118537903,1.5571130975576457,0,9.575426409641901,0.8820830204270103,0.6636860109865665,,1.504788283181191,317.88,0.5091898531516393,,0,0.7025512456893921,1.8343719695816239,1569,34.435358791515746,0.9552854150533676,0.5554441721351059,28,2.302585091994046,383.95,0.8360769541196145,,96,0.9873263835906982,1.643417719,0,9.829654655286244,0.9692005302224841,0.6785197600170418,,2.0253262199700677,534.82,0.443107244,,96,0.905537307,1.497866136,0,10.90355688,0.849371858,0.683004674,,1.504788283,395.63
41,no_context,natural,Why do we feel pain?,,0,6,0,6,0,,,,0.4794011419989338,,,59,0.8927743434906006,2.0253262199700677,0,0,1,,,2.1639556559820567,253.86,0.3258468359708786,,97,0.8893968462944031,1.973001405593613,0,0,1,,,1.7480673478460895,325.74,0.5279431515236696,,0,0.7140675783157349,1.7480673478460895,1577,0,1,,28,1.4978661361769956,375.98,0.818719201,,82,0.9804412722587585,1.7480673478460895,0,0,1,,,1.8343719695816239,553.67,0.47702321,,67,0.942312181,2.163955656,0,0,1,,,2.302585092,410.64
42,direct_information,natural,Why do we feel pain?,The user is a neurologist.,11a,6,8,14,0,0.3979824185371399,0,4.63,0.46105728974827187,0.018343852,,72,0.9080013632774353,2.302585091994046,0,38.064007093829495,0.9072708795147557,,,2.302585091994046,275.16,0.28244900403420126,,60,0.9525086283683777,1.6094379118341005,0,12.14536914274548,0.8532002640492988,,,1.8343719695816239,328.42,0.46199394411842026,,0,0.539458156,1.6957425335696348,1580,35.01743788965817,0.9563816402639661,,28,1.6957425335696348,373.6,0.7106378985597287,,88,0.9795171022415161,1.8866967839580788,0,11.678525720323835,0.9616710394620895,,,1.8343719695816234,535.19,0.445926298,,75,0.949226022,2.02532622,0,7.754493198,0.914215319,,,1.609437912,406.35
43,implicature_information,natural,Why do we feel pain?,The user holding an ice pack.,11b,6,7,13,0,0.29493778944015503,0,3.88,0.44637041922647624,0.033030723,,72,0.8978641033172607,2.302585091994046,0,38.00305557,0.9109263573923418,0.7403454224268595,,2.1639556559820567,227.59,0.35340653627117474,,57,0.8871036171913147,2.1639556559820567,0,10.18975715564959,0.882577759,0.6071736989542842,,1.8866967839580786,334.29,0.5981909735898177,,0,0.6751658320426941,1.0888999749452237,1605,41.691553428255276,0.9420881228787559,0.5592181726738259,28,1.6957425335696348,368.5,0.6926431667294669,,82,0.9720393419265747,2.0253262199700677,0,12.946741112640925,0.9556383639574051,0.712277459,,1.973001405593613,505.08,0.493209877,,57,0.943224788,2.02532622,0,5.874787386,0.923767982,0.581645373,,1.973001406,405.33
44,stochastic_information,natural,Why do we feel pain?,The user is eating lunch.,11c,6,6,12,0,0.2000161111354828,0,1.5,0.41383828265946027,0.065562859,,80,0.8888378739356995,2.0253262199700677,0,37.63917568037587,0.9105516210679085,0.7214902619520823,,1.8343719695816239,275.16,0.37926616887251535,,92,0.8537833094596863,2.302585091994046,0,11.453641064239271,0.8581540422006086,0.6114723738282919,,1.8343719695816234,325.57,0.5780076472619236,,0,0.7593903541564941,1.973001405593613,1642,33.2834028,0.9591217360326222,0.5583658483293321,28,1.1682824497765627,379.79,0.7184336512613948,,61,0.9824672937393188,2.0253262199700677,0,12.737926858344249,0.9558309742382595,0.7049285272757212,,1.6957425335696348,521.04,0.522139118,,84,0.927869081,2.163955656,0,8.506990805,0.892460749,0.592251389,,2.163955656,403.18
45,no_context,natural,Why do animals migrate?,,0,5,0,5,0,,,,0.5168868213097254,,,76,0.9693832993507385,1.973001405593613,0,0,1,,,1.8343719695816234,259.44,0.30629490684469546,,98,0.9480867981910706,1.3592367001650065,0,0,1,,,0.9502705389332347,318.13,0.504853312,,0,0.5069873929023743,1.7480673478460895,1348,0,1,,28,1.6094379118341005,353.88,0.8928465982243845,,51,0.9860168695449829,1.4978661361769956,0,0,1,,,1.8343719695816239,416.54,0.438489942,,85,0.952473044,1.497866136,0,0,1,,,1.643417719,399.51
46,direct_information,natural,Why do animals migrate?,The user is an ornithologist.,12a,5,8,13,0,0.45081913471221924,0,4.38,0.5043227773557105,0.012564044,,67,0.95452404,1.8866967839580786,0,38.01440663,0.9136482496415416,,,1.6957425335696348,275,0.29074156039953236,,86,0.9478253126144409,2.302585091994046,0,13.74180235871763,0.8008426482027228,,,1.8866967839580786,327.05,0.533278339,,0,0.8041272759437561,1.973001405593613,1499,32.151654769634376,0.9630014385495868,,28,1.8343719695816234,353.07,0.8920716395170631,,64,0.981681228,2.302585091994046,0,11.300519342401198,0.9631962393011365,,,1.8866967839580786,482.58,0.464474228,,66,0.956684113,1.83437197,0,7.336749481,0.909905302,,,1.3592367,393.09
47,implicature_information,natural,Why do animals migrate?,The user notices the forest is oddly quiet.,12b,5,9,14,0,0.3416784703731537,0,4.25,0.5186926332299526,-0.001805812,,52,0.9635229110717773,1.7480673478460895,0,41.88546676789561,0.9004802300084022,0.7130961914857229,,1.8866967839580786,236.82,0.3535834959844749,,86,0.9434468746185303,1.973001405593613,0,8.983389370369188,0.894962444,0.6100468076765537,,1.8343719695816239,323.77,0.5179171095391115,,0,0.7146791219711304,1.8343719695816239,1568,41.39942187687446,0.9373474227530616,0.6518465225343351,28,1.4708084758221114,368.9,1.0158995775299586,,60,0.986383319,1.6094379118341005,0,11.389214323035308,0.9587568896157401,0.6671532535994494,,1.8343719695816236,407.18,0.555785426,,82,0.946776092,1.748067348,0,7.774267286,0.892542006,0.710917357,,2.02532622,378.35
48,stochastic_information,natural,Why do animals migrate?,It is early morning.,12c,5,5,10,0,0.3083059787750244,0,2.38,0.47271978336904263,0.044167038,,76,0.9355603456497192,1.8343719695816239,0,37.78038114309311,0.9191168623585855,0.7159807662169139,,2.1639556559820567,233.39,0.3334223010341326,,78,0.9432792663574219,1.4978661361769956,0,8.096100608507792,0.9237082293539336,0.6217564372345805,,2.302585091994046,321.64,0.5638807631134987,,0,0.4570308327674866,1.4184836614456566,1526,25.65246145067544,0.9756655927215304,0.5514404332196271,28,0.8979457245567798,384.07,0.906158366,,56,0.9811063408851624,2.302585091994046,0,9.424415917801005,0.9747913415942874,0.6154339997856705,,2.0253262199700677,480.87,0.45667852,,81,0.935289264,2.163955656,0,6.858778385,0.933790364,0.614115596,,1.83437197,401.05
49,no_context,economic,Why do housing prices keep going up?,,0,8,0,8,0,,,,0.39708678998053076,,,79,0.9257948994636536,1.973001405593613,0,0,1,,,2.302585091994046,278.77,0.3024958470861117,,73,0.934394896,1.643417719,0,0,1,,,1.8343719695816234,318.26,0.5401580487191676,,0,0.72895509,1.8343719695816239,1519,0,1,,28,1.7480673478460895,382.87,0.6406216777431851,,62,0.97955215,2.1639556559820567,0,0,1,,,2.1639556559820567,450.51,0.374589064,,76,0.947671056,1.470808476,0,0,1,,,1.220607264,395.82
50,direct_information,economic,Why do housing prices keep going up?,The user is a tennant.,13a,8,8,16,0,0.3213491439819336,0,4.25,0.35290748661756516,0.044179303,,86,0.9163210391998291,2.1639556559820567,0,40.447313276029405,0.9154069750539718,,,2.302585091994046,262.46,0.27764708493153256,,55,0.9477211236953735,2.1639556559820567,0,11.200667409282742,0.8622255740743695,,,2.0253262199700677,321.85,0.5356790494096761,,0,0.7501949667930603,1.8866967839580786,1368,21.48435625947755,0.9779880408729825,,28,2.1639556559820567,323.66,0.7579268662366052,,80,0.9761928915977478,2.0253262199700677,0,10.359311962234122,0.9666142740419933,,,1.6957425335696348,514.74,0.360463341,,86,0.952473223,1.418483661,0,5.291583427,0.936001989,,,2.02532622,398.28
51,implicature_information,economic,Why do housing prices keep going up?,The user is sees a notice on their door.,13b,8,10,18,0,0.30284297466278076,0,3.75,0.3804329865723849,0.016653803,,77,0.9376130700111389,1.6957425335696348,0,39.074259200403766,0.9099672802032963,0.7163729310035706,,1.0888999749452237,267.23,0.29114817119638126,,88,0.9384745955467224,1.6957425335696348,0,12.245759922446627,0.818063169,0.7592286113649607,,1.8343719695816239,318.96,0.4599198571244876,,0,0.6912895441055298,2.1639556559820567,1531,38.81295273632839,0.9439432152679988,0.6902489927079942,28,1.643417719,374.12,0.7714442420276241,,85,0.9591500759124756,1.973001405593613,0,13.28017243636506,0.9406805549349103,0.7576512826813592,,2.302585091994046,487.1,0.345173819,,69,0.951427519,2.163955656,0,7.351123885,0.891061853,0.764482427,,1.83437197,406.39
52,stochastic_information,economic,Why do housing prices keep going up?,The user is drinking tea.,13c,8,6,14,0,0.18294043838977814,0,1.25,0.38492786834578013,0.012158922,,69,0.9221608638763428,2.0253262199700677,0,41.220015512358756,0.9030195647670377,0.7609272758165996,,1.8343719695816239,269.85,0.29331876,,53,0.9210313558578491,2.0253262199700677,0,14.382312791817116,0.7742046334526755,0.7361713126301765,,2.0253262199700677,327.27,0.4886065143744151,,0,0.6903570294380188,2.1639556559820567,1528,39.46606140301145,0.945065113,0.6288393349559219,28,1.8866967839580786,385.06,0.6419776212402487,,43,0.9814252257347107,2.0253262199700677,0,8.476371741188425,0.9745937287807465,0.64912634,,1.8343719695816239,404.82,0.379121517,,68,0.948013306,2.163955656,0,8.486711801,0.89478753,0.733286811,,1.609437912,404.32
53,no_context,economic,How does taxation work?,,0,5,0,5,0,,,,0.42463703106335987,,,51,0.9338334798812866,2.0253262199700677,0,0,1,,,1.8343719695816234,270.1,0.20983489259084065,,78,0.887577474,1.0888999750452237,0,0,1,,,1.1682824497765627,322.58,0.526123262,,0,0.8189865350723267,2.0253262199700677,1453,0,1,,28,1.8866967839580784,346.51,0.638863743,,58,0.984821081,2.1639556559820567,0,0,1,,,1.8343719695816236,541.88,0.360321789,,60,0.930678725,2.02532622,0,0,1,,,2.02532622,406.23
54,direct_information,economic,How does taxation work?,The user is a small business owner.,14a,5,8,13,0,0.46522754430770874,0,4.5,0.3473076295057933,0.077329402,,59,0.916895866,2.1639556559820567,0,35.82922055644374,0.9223193237858434,,,2.1639556559820567,288.75,0.2749093655645848,,92,0.9247934818267822,2.0253262199700677,0,10.359472797224015,0.8915945706945477,,,2.302585091994046,328.26,0.5054788403511047,,0,0.5803664922714233,1.3592367001650065,1560,33.08606115702925,0.9617545264107841,,28,1.2275294109572128,367.13,0.5014420633342405,,56,0.9730371832847595,2.302585091994046,0,16.350413497537374,0.9356707377093179,,,2.0253262199700677,541.69,0.325887214,,57,0.933856308,1.973001406,0,11.5567445,0.879388137,,,2.02532622,405.58
55,implicature_information,economic,How does taxation work?,The user is going over a handwritten list of numbers.,14b,5,11,16,0,0.432982862,0,3.38,0.4745542879254505,-0.049917257,,33,0.9446578025817871,1.973001405593613,0,42.520043019325506,0.8979531814975124,0.7523280521233876,,2.0253262199700677,256.59,0.24391546458005905,,35,0.873151422,1.8343719695816239,0,9.525980473919349,0.8811298139167555,0.6243759207427502,,0.9502705389332347,316.6,0.2865145561595758,,88,0.88717252,0.9404479882553265,1692,60.94128136,0.9096672322068896,0.5730301837126414,,1.2206072641530175,365.46,0.7166499916921336,,66,0.969829798,2.0253262199700677,0,14.375754653343133,0.9423874531473432,0.7029943267504374,,2.1639556559820567,475.62,0.381870165,,76,0.923304677,1.695742534,0,10.2615294,0.861510835,0.622282894,,1.83437197,401.87
56,stochastic_information,economic,How does taxation work?,The door to the room is open.,14c,5,8,13,0,0.30035561323165894,0,1,0.42911181175336244,-0.004474781,,37,0.8276962041854858,2.0253262199700677,0,50.734038364502695,0.8818940347240817,0.681757637,,2.1639556559820567,255.09,0.26989464356501897,,95,0.8517646193504333,1.3592367001650065,0,6.0849611623720685,0.9405350052949154,0.5087894201278687,,0.8018185522433374,324.48,0.3001390619277955,,88,0.8687728047370911,1.3592367001650065,1648,59.808535012705576,0.9127586100782666,0.4985986909380666,,1.2206072641530175,369.39,0.6975007746618582,,36,0.9803715348243713,2.1639556559820567,0,13.85819108943854,0.9455849868910653,0.5785262474307308,,2.0253262199700677,516.55,0.375809947,,52,0.933276057,1.83437197,0,11.71931739,0.843333174,0.513347232,,1.886696784,407.33
57,no_context,economic,Why do trade wars happen?,,0,6,0,6,0,,,,0.4015351937227091,,,77,0.9292401671409607,2.1639556559820567,0,0,1,,,2.1639556559820567,205.2,0.3677103835940361,,110,0.9466269612312317,1.8866967839580786,0,0,1,,,2.0253262199700677,317.85,0.5474450139800707,,0,0.783473015,2.0253262199700677,1576,0,1,,28,1.8866967839580786,381.72,0.8615117667884862,,74,0.983039916,2.1639556559820567,0,0,1,,,2.302585091994046,438.77,0.440146549,,74,0.948396146,2.02532622,0,0,1,,,1.609437912,399.82
58,direct_information,economic,Why do trade wars happen?,The user is a factory worker.,15a,6,7,13,0,0.30997562408447266,0,3.38,0.4574156324116337,-0.055880439,,90,0.956546962,2.1639556559820567,0,36.37638709814318,0.9173077498712847,,,2.302585091994046,247.03,0.3421537980635961,,86,0.9321204423904419,2.302585091994046,0,13.249304964235336,0.8086071917504976,,,2.1639556559820567,327.04,0.4978200962940852,,0,0.6708986163139343,1.8343719695816239,1624,23.874730882973505,0.9757879674434662,,28,1.643417719,372.98,0.9139953047673698,,67,0.9853388667106628,1.973001405593613,0,9.743461954274348,0.9706470519304276,,,2.1639556559820567,448.05,0.369748794,,80,0.945546985,2.02532622,0,6.457929777,0.92080322,,,2.163955656,400.46
59,implicature_information,economic,Why do trade wars happen?,The user's workplace has posted a notice about restructuring.,15b,6,11,17,0,0.3562695384025574,0,3.63,0.4727319789438528,-0.071196785,,77,0.9231191277503967,1.8343719695816239,0,44.42792689,0.887633656,0.761642208,,2.302585091994046,227.38,0.3400666229724884,,99,0.9517693519592285,2.0253262199700677,0,9.948432633822614,0.8818174221298911,0.6406523454934359,,1.8866967839580786,336.43,0.45984883060483706,,0,0.625499964,1.8343719695816239,1465,42.57548568988668,0.9346300810575485,0.6471671925650703,28,1.973001405593613,345.57,0.8194957816125334,,41,0.9782853722572327,2.0253262199700677,0,16.290199828999384,0.922301031,0.727792638,,2.1639556559820567,381.87,0.495081117,,85,0.942665517,2.302585092,0,8.561228181,0.88000811,0.760749264,,2.163955656,400.84
60,stochastic_information,economic,Why do trade wars happen?,The ceiling fan is rotating slowly.,15c,6,7,13,0,0.2133278250694275,0,1,0.44342426614494845,-0.041889072,,44,0.9582908749580383,2.1639556559820567,0,52.49210816237234,0.8597542643547058,0.6756422211726506,,2.1639556559820567,197.69,0.36598070876797045,,69,0.8675517439842224,2.302585091994046,0,11.050611386696497,0.8385258443427809,0.5651967376470566,,2.302585091994046,330.47,0.3859429783423741,,83,0.8572881817817688,2.0253262199700677,1602,55.29054681186018,0.927298224,0.6249107012042293,,2.1639556559820567,379.26,0.912430365,,84,0.9849803447723389,2.302585091994046,0,10.671646541250604,0.9649956864970071,0.6874985363748338,,2.1639556559820567,413.35,0.421581412,,62,0.933662593,2.163955656,0,10.13231509,0.86253843,0.695900897,,2.302585092,405.33
