model,pooling,layer,standardised,contrast,ci_lo,ci_hi
llama,last_token_hs,24,False,-0.060969263315200806,-0.10809111297130584,-0.009959822148084642
llama,last_token_hs,24,True,-0.16966751217842102,-0.24800425320863723,-0.07802661396563053
llama,last_token_hs,25,False,-0.060282886028289795,-0.10516062751412392,-0.012164266407489804
llama,last_token_hs,25,True,-0.17823521047830582,-0.2537952624261379,-0.08412474896758795
llama,last_token_hs,26,False,-0.0566219687461853,-0.10362758189439773,-0.010003536939621
llama,last_token_hs,26,True,-0.16763784736394882,-0.2398004351183772,-0.08208157029002906
llama,last_token_hs,27,False,-0.052618563175201416,-0.09645575061440467,-0.00865597799420357
llama,last_token_hs,27,True,-0.15954318270087242,-0.22958843205124138,-0.07478314377367497
llama,last_token_hs,28,False,-0.05665028095245361,-0.09928957670927048,-0.014250393956899648
llama,last_token_hs,28,True,-0.15496922843158245,-0.22552813552320003,-0.07339747026562693
llama,last_token_hs,29,False,-0.0662909746170044,-0.109113659709692,-0.01997467502951623
llama,last_token_hs,29,True,-0.15735396929085255,-0.22304223841056228,-0.07800230020657187
llama,last_token_hs,30,False,-0.06805714964866638,-0.10931157395243644,-0.022828945517539986
llama,last_token_hs,30,True,-0.1501390766352415,-0.21287803007289768,-0.0741939801722765
llama,last_token_hs,31,False,-0.0789792537689209,-0.12073691934347153,-0.031663692742586146
llama,last_token_hs,31,True,-0.14595562405884266,-0.203923718072474,-0.0746637931093574
llama,last_token_hs,32,False,-0.10166105628013611,-0.14335837587714195,-0.050313942879438404
llama,last_token_hs,32,True,-0.13545098435133696,-0.19577208142727615,-0.0646904961206019
llama,mean_pool_hs,0,False,-0.005330502986907959,-0.0076671548187732695,-0.001698271930217745
llama,mean_pool_hs,0,True,-0.014695250429213047,-0.037909190857317296,0.01007288140244781
llama,mean_pool_hs,1,False,-0.0007191300392150879,-0.0012033723294734954,-9.78134572505955e-05
llama,mean_pool_hs,1,True,-0.02090452890843153,-0.04742032145150006,0.008077427931129928
llama,mean_pool_hs,2,False,-3.3974647521972656e-06,-5.514174699783325e-06,-6.839632987976088e-07
llama,mean_pool_hs,2,True,-0.02563406051194761,-0.07455436130985618,0.0274668893776834
llama,mean_pool_hs,3,False,-1.195073127746582e-05,-1.8150359392166137e-05,-3.811717033386233e-06
llama,mean_pool_hs,3,True,-0.028689656755886972,-0.06593245603144168,0.012016962189227341
llama,mean_pool_hs,4,False,-3.1620264053344727e-05,-4.5301765203475954e-05,-1.0757893323898316e-05
llama,mean_pool_hs,4,True,-0.0422187308431603,-0.0817022504284978,0.0005648160353302954
llama,mean_pool_hs,5,False,-8.741021156311035e-05,-0.0001173071563243866,-3.790482878685e-05
llama,mean_pool_hs,5,True,-0.048679336439818144,-0.08762936545535922,-0.005501714907586581
llama,mean_pool_hs,6,False,-0.0001303553581237793,-0.0001728266477584839,-6.010010838508607e-05
llama,mean_pool_hs,6,True,-0.0541793922893703,-0.09305575620383025,-0.009295130334794536
llama,mean_pool_hs,7,False,-0.0001691281795501709,-0.00023095831274986268,-7.223412394523621e-05
llama,mean_pool_hs,7,True,-0.06484934268519282,-0.10603004060685635,-0.01852382798679174
llama,mean_pool_hs,8,False,-0.00020366907119750977,-0.00027721673250198365,-8.799731731414796e-05
llama,mean_pool_hs,8,True,-0.07353500463068485,-0.11675951071083546,-0.021750372741371413
llama,mean_pool_hs,9,False,-0.000233381986618042,-0.00032536834478378294,-8.971393108367927e-05
llama,mean_pool_hs,9,True,-0.08013862557709217,-0.12408666927367448,-0.026806973945349456
llama,mean_pool_hs,10,False,-0.00026795268058776855,-0.0003629639744758606,-0.00011311918497085573
llama,mean_pool_hs,10,True,-0.08894532825797796,-0.13530559241771697,-0.030438922345638275
llama,mean_pool_hs,11,False,-0.0002887248992919922,-0.0003873862326145172,-0.00012080520391464234
llama,mean_pool_hs,11,True,-0.10171115957200527,-0.14992111325263976,-0.039973015524446966
llama,mean_pool_hs,12,False,-0.00026276707649230957,-0.00035910457372665403,-9.852573275566106e-05
llama,mean_pool_hs,12,True,-0.10616531781852245,-0.15657908841967583,-0.04341583987697959
llama,mean_pool_hs,13,False,-0.00029480457305908203,-0.00043088123202323915,-7.536038756370545e-05
llama,mean_pool_hs,13,True,-0.1042212713509798,-0.15761843826621771,-0.0390991173684597
llama,mean_pool_hs,14,False,-0.00032961368560791016,-0.0004955746233463287,-8.44933092594147e-05
llama,mean_pool_hs,14,True,-0.10237284004688263,-0.15633427891880275,-0.03821132872253659
llama,mean_pool_hs,15,False,-0.00035819411277770996,-0.0005305930972099304,-0.0001016318798065186
llama,mean_pool_hs,15,True,-0.0989050455391407,-0.1511742988601327,-0.037068038526922496
llama,mean_pool_hs,16,False,-0.0005024373531341553,-0.0007247544825077056,-0.00013999044895172128
llama,mean_pool_hs,16,True,-0.08287703990936279,-0.12851692214608193,-0.02971293795853853
llama,mean_pool_hs,17,False,-0.0005085766315460205,-0.0008006729185581207,-7.148161530494694e-05
llama,mean_pool_hs,17,True,-0.07560619059950113,-0.12010276205837726,-0.02364296317100525
llama,mean_pool_hs,18,False,-0.0007231831550598145,-0.0010743767023086547,-0.00017465725541114814
llama,mean_pool_hs,18,True,-0.07161128311417997,-0.11202691178768873,-0.02386506963521244
llama,mean_pool_hs,19,False,-0.0008129775524139404,-0.001196182519197464,-0.00021920427680015574
llama,mean_pool_hs,19,True,-0.06928827241063118,-0.11067311754450201,-0.022792410757392648
llama,mean_pool_hs,20,False,-0.0008562207221984863,-0.0012994281947612762,-0.0001799188554286958
llama,mean_pool_hs,20,True,-0.06426237005507573,-0.10498527027666568,-0.018681232165545247
llama,mean_pool_hs,21,False,-0.0009191930294036865,-0.0014097318053245544,-0.00017789751291275033
llama,mean_pool_hs,21,True,-0.059489238075912,-0.09744452405720949,-0.016050846129655842
llama,mean_pool_hs,22,False,-0.0013258755207061768,-0.0019364848732948304,-0.0004005558788776399
llama,mean_pool_hs,22,True,-0.05700628785416484,-0.0943718370050192,-0.014456042181700485
llama,mean_pool_hs,23,False,-0.0016564428806304932,-0.0023979194462299346,-0.0005390666425228128
llama,mean_pool_hs,23,True,-0.054643134120851755,-0.09106448106467724,-0.013985591195523773
llama,mean_pool_hs,24,False,-0.0018101930618286133,-0.0026915863156318663,-0.0005499936640262607
llama,mean_pool_hs,24,True,-0.05470213899388909,-0.09169073626399041,-0.012639438267797233
llama,mean_pool_hs,25,False,-0.0019611716270446777,-0.002946352958679199,-0.0005575060844421388
llama,mean_pool_hs,25,True,-0.05354400910437107,-0.09262063093483448,-0.010963635053485646
llama,mean_pool_hs,26,False,-0.0021075010299682617,-0.0031950250267982483,-0.0005512729287147526
llama,mean_pool_hs,26,True,-0.05323601979762316,-0.09056095303967596,-0.012910698354244257
llama,mean_pool_hs,27,False,-0.0023167431354522705,-0.0035282060503959655,-0.0004934027791023255
llama,mean_pool_hs,27,True,-0.051518225111067295,-0.08807774921879172,-0.011135907843708994
llama,mean_pool_hs,28,False,-0.0023337602615356445,-0.0035698667168617246,-0.000500718504190445
llama,mean_pool_hs,28,True,-0.049749571830034256,-0.0858495163731277,-0.008561291359364998
llama,mean_pool_hs,29,False,-0.0027423501014709473,-0.004115413874387741,-0.0007021144032478334
llama,mean_pool_hs,29,True,-0.0524563854560256,-0.08905505808070302,-0.010026484262198217
llama,mean_pool_hs,30,False,-0.003125697374343872,-0.004628011584281921,-0.000920923799276352
llama,mean_pool_hs,30,True,-0.05352844181470573,-0.09237812859937548,-0.01084305942058565
llama,mean_pool_hs,31,False,-0.003917515277862549,-0.005632268637418747,-0.0013460151851177223
llama,mean_pool_hs,31,True,-0.054413986625149846,-0.09694426795467734,-0.005551932286471139
llama,mean_pool_hs,32,False,-0.017219126224517822,-0.023613910377025604,-0.0074121244251728075
llama,mean_pool_hs,32,True,-0.06318960420321673,-0.106343749538064,-0.017072566784918326
llama_base,last_token_hs,0,False,0.0,0.0,0.0
llama_base,last_token_hs,0,True,0.0,0.0,0.0
llama_base,last_token_hs,1,False,-0.0028664469718933105,-0.005220245569944382,-0.0002738818526268007
llama_base,last_token_hs,1,True,-0.011637648101896048,-0.044357186555862425,0.027631193771958332
llama_base,last_token_hs,2,False,-0.002874523401260376,-0.00594148188829422,0.00045300424098968493
llama_base,last_token_hs,2,True,-0.005757485516369343,-0.023467649007216096,0.013278695766348388
llama_base,last_token_hs,3,False,-0.00484156608581543,-0.008608168363571167,-1.916140317917152e-05
llama_base,last_token_hs,3,True,-0.01622481062076986,-0.03358121718047187,0.005886135878972706
llama_base,last_token_hs,4,False,-0.009300678968429565,-0.02133658677339554,0.005206530541181562
llama_base,last_token_hs,4,True,-0.011937340255826712,-0.027654351107776164,0.009620537608861912
llama_base,last_token_hs,5,False,-0.009101033210754395,-0.024188797175884246,0.007732009142637251
llama_base,last_token_hs,5,True,-0.017752162646502256,-0.037394584901630876,0.005509965121746062
llama_base,last_token_hs,6,False,-0.006508201360702515,-0.023430435359477995,0.012932541221380229
llama_base,last_token_hs,6,True,-0.02548367960844189,-0.04748437013477087,-0.0016882555093616248
llama_base,last_token_hs,7,False,-0.003533780574798584,-0.024701016396284102,0.01767910942435264
llama_base,last_token_hs,7,True,-0.03943604603409767,-0.07253470122814179,-0.0050685259513557
llama_base,last_token_hs,8,False,-0.0008674561977386475,-0.027988053858280182,0.024813561886548995
llama_base,last_token_hs,8,True,-0.042791019775904715,-0.08377923555672169,-0.002233351184986536
llama_base,last_token_hs,9,False,0.0025252103805541992,-0.02944040670990944,0.032818923890590664
llama_base,last_token_hs,9,True,-0.05954704526811838,-0.10840965574607253,-0.006633684597909452
llama_base,last_token_hs,10,False,-0.0058734118938446045,-0.037078558653593066,0.026638389378786084
llama_base,last_token_hs,10,True,-0.07163544371724129,-0.13179369028657675,-0.007231697253882889
llama_base,last_token_hs,11,False,-0.0051451027393341064,-0.04289880245923996,0.03218646198511123
llama_base,last_token_hs,11,True,-0.08176157344132662,-0.15096862632781266,-0.009138606302440167
llama_base,last_token_hs,12,False,-0.022008448839187622,-0.06272296011447906,0.01916334927082062
llama_base,last_token_hs,12,True,-0.08410970866680145,-0.15799227291718126,-0.0048496717587113505
llama_base,last_token_hs,13,False,-0.0259304940700531,-0.06298031881451607,0.01102916672825813
llama_base,last_token_hs,13,True,-0.09088482614606619,-0.16639219904318453,-0.012608127389103177
llama_base,last_token_hs,14,False,-0.03030756115913391,-0.0710146702826023,0.010055204480886438
llama_base,last_token_hs,14,True,-0.09376146085560322,-0.17561060739681125,-0.008912352286279233
llama_base,last_token_hs,15,False,-0.04010230302810669,-0.08232186511158943,0.004870248585939394
llama_base,last_token_hs,15,True,-0.09014242887496948,-0.1779412429779768,-0.0026255725882947897
llama_base,last_token_hs,16,False,-0.05037611722946167,-0.09258942604064942,-0.0037258736789226557
llama_base,last_token_hs,16,True,-0.08653988130390644,-0.17916147080250083,0.00811686216620728
llama_base,last_token_hs,17,False,-0.043171703815460205,-0.08645695522427559,0.0037503004074096622
llama_base,last_token_hs,17,True,-0.08851724676787853,-0.1861091662198305,0.010842218133620903
llama_base,last_token_hs,18,False,-0.042984187602996826,-0.08954278901219367,0.0038028314709663367
llama_base,last_token_hs,18,True,-0.0928712785243988,-0.192055555107072,0.004122513695619987
llama_base,last_token_hs,19,False,-0.04985326528549194,-0.10083222836256027,0.0035953477025032032
llama_base,last_token_hs,19,True,-0.09472141787409782,-0.196841992251575,0.00106999295530838
llama_base,last_token_hs,20,False,-0.0476531982421875,-0.09581883251667023,0.002458871155977232
llama_base,last_token_hs,20,True,-0.09385447390377522,-0.1974566490156576,0.0027291576261631884
llama_base,last_token_hs,21,False,-0.039145827293395996,-0.08496714979410172,0.007946830242872238
llama_base,last_token_hs,21,True,-0.08854502998292446,-0.1862860153421934,0.00555295046924584
llama_base,last_token_hs,22,False,-0.035936325788497925,-0.07685429155826569,0.007257250696420662
llama_base,last_token_hs,22,True,-0.0789419636130333,-0.16544135948643088,0.0032779208529973188
llama_base,last_token_hs,23,False,-0.03358745574951172,-0.07013992816209794,0.006570295244455336
llama_base,last_token_hs,23,True,-0.07602857518941164,-0.1580127767228987,0.0030628434964455643
llama_base,last_token_hs,24,False,-0.03180009126663208,-0.06718998178839683,0.006046912074089049
llama_base,last_token_hs,24,True,-0.07231836672872305,-0.1481907713052351,0.0019272523059043955
llama_base,last_token_hs,25,False,-0.03047880530357361,-0.06363145112991334,0.005287826806306827
llama_base,last_token_hs,25,True,-0.07007299456745386,-0.14366542476927863,0.0005141549045219977
llama_base,last_token_hs,26,False,-0.03203845024108887,-0.06355014815926552,0.0026483453810214985
llama_base,last_token_hs,26,True,-0.06958145555108786,-0.14319594994885848,-0.0005936419707723085
llama_base,last_token_hs,27,False,-0.03159371018409729,-0.061609543114900585,0.0012758284807205186
llama_base,last_token_hs,27,True,-0.06913811713457108,-0.1407951886183582,-0.0014161179773509592
llama_base,last_token_hs,28,False,-0.033118635416030884,-0.06332040876150132,0.0004552990198135374
llama_base,last_token_hs,28,True,-0.06855484750121832,-0.1380320533120539,-0.003008285030955458
llama_base,last_token_hs,29,False,-0.03163021802902222,-0.06152515187859535,0.0007099293172359449
llama_base,last_token_hs,29,True,-0.07041956577450037,-0.1398398402845487,-0.003932743926998228
llama_base,last_token_hs,30,False,-0.034196555614471436,-0.06424794346094131,-0.002320259809494021
llama_base,last_token_hs,30,True,-0.06814949121326208,-0.1328852852457203,-0.006175452849129239
llama_base,last_token_hs,31,False,-0.03533950448036194,-0.06578993126749992,-0.0030079983174800895
llama_base,last_token_hs,31,True,-0.07723545283079147,-0.14739345702691936,-0.006785844126716264
llama_base,last_token_hs,32,False,-0.03218519687652588,-0.07267807349562645,0.010508491098880765
llama_base,last_token_hs,32,True,-0.13014121167361736,-0.22252348877955228,-0.013221596507355582
llama_base,mean_pool_hs,0,False,0.007517188787460327,-0.00568738579750061,0.021386648714542385
llama_base,mean_pool_hs,0,True,-0.012339003384113312,-0.03421779815107584,0.010090600280091155
llama_base,mean_pool_hs,1,False,-0.003662317991256714,-0.006608687341213226,0.00010959208011627126
llama_base,mean_pool_hs,1,True,-0.016358541790395975,-0.040374737791717054,0.008765507582575075
llama_base,mean_pool_hs,2,False,-2.065300941467285e-05,-3.2845884561538696e-05,-5.586445331573501e-06
llama_base,mean_pool_hs,2,True,-0.005481544241774827,-0.07293792264536023,0.06263468572869894
llama_base,mean_pool_hs,3,False,-7.405877113342285e-05,-0.0001055002212524414,-2.819076180458069e-05
llama_base,mean_pool_hs,3,True,-0.020202087238430977,-0.06931054685264826,0.0284020971506834
llama_base,mean_pool_hs,4,False,-0.00016796588897705078,-0.00024459436535835267,-5.799084901809698e-05
llama_base,mean_pool_hs,4,True,-0.03644663165323436,-0.08127069678157568,0.008874816633760925
llama_base,mean_pool_hs,5,False,-0.0003560781478881836,-0.0004992030560970306,-0.00013098940253257759
llama_base,mean_pool_hs,5,True,-0.047080036252737045,-0.08813835689797997,-0.0009404926560819158
llama_base,mean_pool_hs,6,False,-0.0005492568016052246,-0.0007632501423358917,-0.00020726472139358528
llama_base,mean_pool_hs,6,True,-0.057139229495078325,-0.09770210310816765,-0.009858614020049573
llama_base,mean_pool_hs,7,False,-0.0007257759571075439,-0.0010183051228523255,-0.0002835340797901154
llama_base,mean_pool_hs,7,True,-0.0668286681175232,-0.10926811285316944,-0.020547250472009206
llama_base,mean_pool_hs,8,False,-0.0009201765060424805,-0.0013064324855804443,-0.00035965070128440857
llama_base,mean_pool_hs,8,True,-0.08085991069674492,-0.12803854551166297,-0.030064584966748954
llama_base,mean_pool_hs,9,False,-0.0010030865669250488,-0.0014824755489826202,-0.00035238191485404996
llama_base,mean_pool_hs,9,True,-0.08911608904600143,-0.13628384871408344,-0.03683885838836432
llama_base,mean_pool_hs,10,False,-0.001234292984008789,-0.0017780184745788575,-0.00046821013092994694
llama_base,mean_pool_hs,10,True,-0.0937177985906601,-0.14269577246159315,-0.03591343471780421
llama_base,mean_pool_hs,11,False,-0.001360774040222168,-0.0019220516085624694,-0.000570843368768692
llama_base,mean_pool_hs,11,True,-0.103464649990201,-0.15526862759143115,-0.04481064910069108
llama_base,mean_pool_hs,12,False,-0.0012867450714111328,-0.0018385559320449828,-0.0005181021988391877
llama_base,mean_pool_hs,12,True,-0.10354214161634445,-0.15707401623949407,-0.04128558533266187
llama_base,mean_pool_hs,13,False,-0.001458972692489624,-0.0022104494273662567,-0.00044820159673690816
llama_base,mean_pool_hs,13,True,-0.09838319197297096,-0.15489729028195143,-0.03641393398866058
llama_base,mean_pool_hs,14,False,-0.0017676949501037598,-0.0026200070977211,-0.0005413427948951721
llama_base,mean_pool_hs,14,True,-0.09554062783718109,-0.15583528410643338,-0.03485821895301342
llama_base,mean_pool_hs,15,False,-0.002104461193084717,-0.0030814260244369507,-0.0007683843374252323
llama_base,mean_pool_hs,15,True,-0.09575081616640091,-0.1506099605932832,-0.03775823460891843
llama_base,mean_pool_hs,16,False,-0.0032638907432556152,-0.004595116525888443,-0.0013614930212497716
llama_base,mean_pool_hs,16,True,-0.08795156516134739,-0.14039562391117216,-0.034217657893896115
llama_base,mean_pool_hs,17,False,-0.003504633903503418,-0.005051016807556152,-0.00127718672156334
llama_base,mean_pool_hs,17,True,-0.08370564132928848,-0.13742352593690157,-0.028295526886358866
llama_base,mean_pool_hs,18,False,-0.005079984664916992,-0.006890470534563065,-0.0023460425436496748
llama_base,mean_pool_hs,18,True,-0.08758186222985387,-0.13503534952178597,-0.03685918338596821
llama_base,mean_pool_hs,19,False,-0.005707472562789917,-0.007794099301099778,-0.0025974325835704803
llama_base,mean_pool_hs,19,True,-0.08701448980718851,-0.13343315050005913,-0.03793459143489599
llama_base,mean_pool_hs,20,False,-0.006156265735626221,-0.008469123393297195,-0.0027638860046863556
llama_base,mean_pool_hs,20,True,-0.08293776772916317,-0.12777045611292123,-0.03432908477261663
llama_base,mean_pool_hs,21,False,-0.006767928600311279,-0.00950901061296463,-0.002964087575674057
llama_base,mean_pool_hs,21,True,-0.07422608812339604,-0.11667703259736299,-0.029544284567236914
llama_base,mean_pool_hs,22,False,-0.009035885334014893,-0.012705716490745544,-0.0041823722422122955
llama_base,mean_pool_hs,22,True,-0.07489625812740996,-0.11371146431192755,-0.03215067815035582
llama_base,mean_pool_hs,23,False,-0.011109590530395508,-0.015581987798213959,-0.005279566347599031
llama_base,mean_pool_hs,23,True,-0.07547813339624554,-0.11461092978715896,-0.03128262422978878
llama_base,mean_pool_hs,24,False,-0.011739641427993774,-0.01679213494062424,-0.005430701375007636
llama_base,mean_pool_hs,24,True,-0.07389874884060532,-0.11284661609679461,-0.028991312813013797
llama_base,mean_pool_hs,25,False,-0.012037128210067749,-0.017422863095998765,-0.005318754166364671
llama_base,mean_pool_hs,25,True,-0.07232821472280193,-0.11288170963525772,-0.026075557619333275
llama_base,mean_pool_hs,26,False,-0.012328475713729858,-0.017911581695079802,-0.005350891500711445
llama_base,mean_pool_hs,26,True,-0.07243297260720283,-0.1123278290964663,-0.0267771914601326
llama_base,mean_pool_hs,27,False,-0.012328684329986572,-0.018065913021564482,-0.004958342760801317
llama_base,mean_pool_hs,27,True,-0.07222683381860406,-0.11182973058894277,-0.026942758820950985
llama_base,mean_pool_hs,28,False,-0.011635690927505493,-0.017370137572288512,-0.004404086619615556
llama_base,mean_pool_hs,28,True,-0.07198360012262128,-0.11212960090488196,-0.02699189926497639
llama_base,mean_pool_hs,29,False,-0.012255072593688965,-0.0182808093726635,-0.004770864546298981
llama_base,mean_pool_hs,29,True,-0.07456071965862066,-0.11423884211108089,-0.02796738957986236
llama_base,mean_pool_hs,30,False,-0.01299065351486206,-0.019422151893377305,-0.005014105886220934
llama_base,mean_pool_hs,30,True,-0.07990068045910448,-0.12353186160326005,-0.03369909031316638
llama_base,mean_pool_hs,31,False,-0.01507788896560669,-0.02280142828822136,-0.005897390842437745
llama_base,mean_pool_hs,31,True,-0.08315600315108895,-0.12913084896281363,-0.03385480744764209
llama_base,mean_pool_hs,32,False,-0.03744751214981079,-0.06397822722792626,-0.008765583485364926
llama_base,mean_pool_hs,32,True,-0.11071138340048492,-0.163389652967453,-0.05047484403476121
mistral,last_token_hs,0,False,0.0,0.0,0.0
mistral,last_token_hs,0,True,0.0,0.0,0.0
mistral,last_token_hs,1,False,0.00036284327507019043,-0.0019798338413238525,0.002327603101730346
mistral,last_token_hs,1,True,-0.03413718589581549,-0.08963585654273629,0.0319080326706171
mistral,last_token_hs,2,False,0.0019195079803466797,-0.008534420281648636,0.010265135765075683
mistral,last_token_hs,2,True,-0.012269529514014721,-0.04491559127345681,0.024881454929709425
mistral,last_token_hs,3,False,-0.005114465951919556,-0.012465750426054,0.002362173795700071
mistral,last_token_hs,3,True,-0.016761467792093754,-0.05060864803381264,0.01895621865987777
mistral,last_token_hs,4,False,-0.002155482769012451,-0.009153208136558533,0.005014801770448684
mistral,last_token_hs,4,True,-0.012443186715245247,-0.04828114546835423,0.02337068449705839
mistral,last_token_hs,5,False,-0.005546510219573975,-0.014691036194562912,0.004155831038951873
mistral,last_token_hs,5,True,-0.012989906826987863,-0.07269483832642436,0.0515017783269286
mistral,last_token_hs,6,False,-0.010382115840911865,-0.018629617989063263,-0.0005108259618282348
mistral,last_token_hs,6,True,-0.015612913848599419,-0.07320031337440014,0.0469239680096507
mistral,last_token_hs,7,False,-0.010562151670455933,-0.01587817817926407,-0.0030324250459671026
mistral,last_token_hs,7,True,-0.026797795202583075,-0.08647689227946102,0.04291246384382247
mistral,last_token_hs,8,False,-0.014154553413391113,-0.02036008909344673,-0.004799331724643708
mistral,last_token_hs,8,True,-0.04235331900417805,-0.09209292270243168,0.018982103932648896
mistral,last_token_hs,9,False,-0.017970293760299683,-0.025492502748966216,-0.00642194226384163
mistral,last_token_hs,9,True,-0.04968930874019861,-0.09884026627987623,0.009408422466367476
mistral,last_token_hs,10,False,-0.018340498208999634,-0.02611676976084709,-0.00659264698624611
mistral,last_token_hs,10,True,-0.06830969778820872,-0.11802414702251553,-0.00899845119565726
mistral,last_token_hs,11,False,-0.014088153839111328,-0.021030515432357788,-0.0037013009190559405
mistral,last_token_hs,11,True,-0.0843013129197061,-0.13497251011431216,-0.022416080161929135
mistral,last_token_hs,12,False,-0.015958130359649658,-0.024047127366065978,-0.00289302244782448
mistral,last_token_hs,12,True,-0.1372960584703833,-0.2019291584379971,-0.055778132006526
mistral,last_token_hs,13,False,-0.01225695013999939,-0.01884801685810089,-0.0017622180283069667
mistral,last_token_hs,13,True,-0.1395363756455481,-0.20343541894108058,-0.055698503553867344
mistral,last_token_hs,14,False,-0.014445632696151733,-0.02182193398475647,-0.003623122721910478
mistral,last_token_hs,14,True,-0.15239209588617086,-0.2185402151197195,-0.06699221599847079
mistral,last_token_hs,15,False,-0.016865521669387817,-0.025999517738819124,-0.00502344220876694
mistral,last_token_hs,15,True,-0.16065973229706287,-0.22670672042295337,-0.07100259121507409
mistral,last_token_hs,16,False,-0.016260981559753418,-0.027777771651744842,-0.0029818110167980196
mistral,last_token_hs,16,True,-0.1632920993724838,-0.22661275789141655,-0.07578007336705923
mistral,last_token_hs,17,False,-0.01683872938156128,-0.029571636766195297,-0.0018477402627468111
mistral,last_token_hs,17,True,-0.15589927998371422,-0.22559145465493202,-0.061271391808986685
mistral,last_token_hs,18,False,-0.016359925270080566,-0.02948673292994499,0.0008256442844867653
mistral,last_token_hs,18,True,-0.15265430719591677,-0.22510113008320332,-0.05296340649947527
mistral,last_token_hs,19,False,-0.023385196924209595,-0.03740382120013237,-0.0038549780845642113
mistral,last_token_hs,19,True,-0.12891840422526002,-0.19258748460561037,-0.03693697387352588
mistral,last_token_hs,20,False,-0.026566118001937866,-0.040397626161575315,-0.006852774322032933
mistral,last_token_hs,20,True,-0.10855592414736748,-0.1682154110632837,-0.02898698961362244
mistral,last_token_hs,21,False,-0.029255837202072144,-0.04395015686750412,-0.008164246380329138
mistral,last_token_hs,21,True,-0.09234816767275333,-0.1437903318554163,-0.023155757645145103
mistral,last_token_hs,22,False,-0.031892329454422,-0.047128412127494815,-0.010077176988124853
mistral,last_token_hs,22,True,-0.08597038500010967,-0.13160039568319917,-0.023370538651943207
mistral,last_token_hs,23,False,-0.034167468547821045,-0.05023341104388237,-0.011548400670289994
mistral,last_token_hs,23,True,-0.08338954113423824,-0.1270944125019014,-0.02348231435753407
mistral,last_token_hs,24,False,-0.035491734743118286,-0.05165753588080406,-0.013251736015081408
mistral,last_token_hs,24,True,-0.0809670127928257,-0.1241071225143969,-0.022784426622092752
mistral,last_token_hs,25,False,-0.035764217376708984,-0.05228145197033882,-0.013475652039051057
mistral,last_token_hs,25,True,-0.07191076222807169,-0.10909929536283017,-0.021456397138535987
mistral,last_token_hs,26,False,-0.03507623076438904,-0.051705241203308105,-0.012771136313676835
mistral,last_token_hs,26,True,-0.06483238190412521,-0.09858181006275117,-0.019287822954356673
mistral,last_token_hs,27,False,-0.03557771444320679,-0.05166322216391563,-0.014087464660406121
mistral,last_token_hs,27,True,-0.062222410924732685,-0.0937159494147636,-0.018725261883810164
mistral,last_token_hs,28,False,-0.03238022327423096,-0.048364189267158506,-0.011155667901039126
mistral,last_token_hs,28,True,-0.05810475908219814,-0.08842291245236993,-0.01560256308875979
mistral,last_token_hs,29,False,-0.03250816464424133,-0.04727903231978416,-0.013119128346443187
mistral,last_token_hs,29,True,-0.056297868490219116,-0.08809044966474175,-0.013474888168275367
mistral,last_token_hs,30,False,-0.02776774764060974,-0.04066432043910027,-0.010722365230321888
mistral,last_token_hs,30,True,-0.052145390887744725,-0.0828199228271842,-0.012434717034921064
mistral,last_token_hs,31,False,-0.025013089179992676,-0.03747017383575439,-0.008143336325883866
mistral,last_token_hs,31,True,-0.04938680259510875,-0.07887658808613196,-0.011211416055448363
mistral,last_token_hs,32,False,-0.023018062114715576,-0.036918751895427704,-0.005785384029150011
mistral,last_token_hs,32,True,-0.0451599380467087,-0.07557926040171878,-0.0070585833047516686
mistral,mean_pool_hs,0,False,-0.011966884136199951,-0.024442966282367706,0.0021859794855117773
mistral,mean_pool_hs,0,True,-0.012274520937353373,-0.037372356420382856,0.015479400148615235
mistral,mean_pool_hs,1,False,-0.0011335313320159912,-0.001791244000196457,-0.00021983236074447682
mistral,mean_pool_hs,1,True,0.013892335817217827,-0.1136313583701849,0.19009757698513566
mistral,mean_pool_hs,2,False,-2.592802047729492e-06,-3.874301910400391e-06,-8.635222911834724e-07
mistral,mean_pool_hs,2,True,0.014212287031114101,-0.13949760207906364,0.23110003946349023
mistral,mean_pool_hs,3,False,-6.0498714447021484e-06,-8.912384510040284e-06,-1.9371509552001953e-06
mistral,mean_pool_hs,3,True,0.0019592158496379852,-0.1027079633437097,0.15148877897299823
mistral,mean_pool_hs,4,False,-1.7702579498291016e-05,-2.3546069860458375e-05,-8.016824722290039e-06
mistral,mean_pool_hs,4,True,-0.019345584325492382,-0.09234711518511177,0.08001081985421475
mistral,mean_pool_hs,5,False,-3.409385681152344e-05,-4.5929849147796634e-05,-1.5822052955627444e-05
mistral,mean_pool_hs,5,True,-0.02727468591183424,-0.09049103632569314,0.052052042726427314
mistral,mean_pool_hs,6,False,-7.480382919311523e-05,-9.853020310401917e-05,-3.801211714744569e-05
mistral,mean_pool_hs,6,True,-0.043013242073357105,-0.09223768701776862,0.017100785346701734
mistral,mean_pool_hs,7,False,-0.00012069940567016602,-0.00015648677945137023,-6.29834830760956e-05
mistral,mean_pool_hs,7,True,-0.054767983965575695,-0.10204876270145177,0.0010207430459558656
mistral,mean_pool_hs,8,False,-0.0001703500747680664,-0.0002276316285133362,-8.408576250076296e-05
mistral,mean_pool_hs,8,True,-0.05830269306898117,-0.10761339766904712,0.0006985126994550181
